user_id,title,content_type,genre,platform,device,watch_date,watch_hour,watch_day,watch_month,duration_minutes,completed,user_rating,ai_match_score,country,language,age_group,subscription_tier,is_binge,was_recommended,trailer_watched,added_to_watchlist,shared_content,release_year,imdb_score
USR9229,Attack on Titan,Movie,Comedy,HBO Max,Mobile,2024-01-23,16,Tuesday,January,113,False,5,99.0,USA,English,45-54,Free,False,True,True,False,False,2018,7.1
USR8994,Parasite,Documentary,Sci-Fi,Disney+,Mobile,2024-08-28,13,Wednesday,August,113,True,5,91.3,India,English,35-44,Premium,False,False,True,True,False,2024,7.7
USR3950,Killers of the Flower Moon,Series,Horror,HBO Max,Smart TV,2024-02-21,11,Wednesday,February,31,True,4,86.9,India,Japanese,25-34,Standard,True,True,True,False,False,2023,6.3
USR5097,WandaVision,Documentary,Comedy,Netflix,Mobile,2024-01-05,19,Friday,January,83,True,5,99.0,Japan,English,25-34,Standard,True,True,False,False,False,2024,8.4
USR6772,Wednesday,Series,Thriller,Apple TV+,Laptop,2024-12-03,20,Tuesday,December,40,True,5,99.0,Canada,Japanese,35-44,Standard,False,False,False,False,False,2020,6.8
USR3695,Money Heist,Movie,Drama,Netflix,Tablet,2024-08-13,17,Tuesday,August,168,True,3,81.2,France,German,55+,Basic,False,False,True,True,False,2019,8.2
USR5295,Attack on Titan,Anime,Mystery,HBO Max,Tablet,2024-12-12,5,Thursday,December,39,True,1,75.6,USA,Japanese,25-34,Standard,True,True,False,True,False,2023,8.7
USR9807,3 Body Problem,Series,Comedy,Disney+,Laptop,2024-02-02,4,Friday,February,53,True,2,86.8,USA,Hindi,55+,Standard,True,True,False,False,False,2024,7.4
USR9920,The Social Network,Series,Crime,Netflix,Laptop,2024-09-07,3,Saturday,September,45,True,4,86.8,USA,Hindi,18-24,Free,False,True,False,False,False,2018,8.4
USR3417,Demon Slayer,Documentary,Sci-Fi,Netflix,Mobile,2024-01-26,21,Friday,January,72,True,3,97.4,India,French,18-24,Free,True,True,False,True,True,2024,8.0
USR2786,The Mandalorian,Series,Thriller,Netflix,Smart TV,2024-05-01,20,Wednesday,May,50,True,2,81.5,UK,German,13-17,Premium,False,True,True,False,True,2021,7.5
USR9984,Zodiac,Series,Thriller,Disney+,Mobile,2024-07-24,11,Wednesday,July,30,True,3,90.7,USA,Portuguese,25-34,Standard,False,True,False,False,False,2024,6.6
USR5176,The Wire,Anime,Sci-Fi,Amazon Prime,Smart TV,2024-10-09,12,Wednesday,October,25,True,4,80.3,France,Korean,25-34,Free,True,True,False,False,True,2018,8.2
USR6761,Blue Eye Samurai,Short Film,Action,Disney+,Mobile,2024-10-27,23,Sunday,October,11,True,4,98.3,Canada,English,35-44,Basic,True,False,True,False,False,2024,5.3
USR6062,Game of Thrones,Documentary,Mystery,Apple TV+,Laptop,2024-08-07,1,Wednesday,August,79,True,5,83.8,USA,English,18-24,Standard,True,False,False,True,False,2021,7.0
USR2336,Stranger Things,Series,Sci-Fi,Netflix,Smart TV,2024-08-02,8,Friday,August,31,True,5,95.1,UK,Hindi,35-44,Standard,True,True,True,True,False,2022,6.7
USR2965,Dark S3,Series,Drama,Netflix,Desktop,2024-09-06,20,Friday,September,30,True,5,90.1,UK,Hindi,18-24,Standard,True,True,False,False,False,2023,7.5
USR6321,Killers of the Flower Moon,Series,Comedy,Netflix,Smart TV,2024-01-22,4,Monday,January,40,False,5,77.6,Japan,Japanese,45-54,Premium,True,False,True,False,False,2021,7.7
USR3419,Squid Game,Anime,Sci-Fi,Apple TV+,Smart TV,2024-06-07,13,Friday,June,33,True,3,78.4,India,English,18-24,Basic,False,True,False,False,False,2022,6.2
USR5961,Stranger Things,Series,Fantasy,Disney+,Laptop,2024-10-23,15,Wednesday,October,31,True,5,73.7,Canada,Hindi,18-24,Standard,True,True,True,False,False,2018,5.7
USR8792,Interstellar,Series,Drama,Disney+,Desktop,2024-11-10,19,Sunday,November,58,True,5,84.8,India,English,18-24,Premium,True,True,False,True,False,2021,6.9
USR2079,Game of Thrones,Series,Romance,Amazon Prime,Tablet,2024-08-12,20,Monday,August,25,True,5,74.5,India,Korean,25-34,Standard,False,False,False,True,False,2019,8.4
USR9624,Poor Things,Movie,Romance,Disney+,Smart TV,2024-06-28,21,Friday,June,159,True,4,84.1,Australia,Hindi,25-34,Basic,True,True,False,False,False,2019,6.8
USR7172,Shogun 2024,Movie,Documentary,Netflix,Laptop,2024-03-20,21,Wednesday,March,161,True,2,93.5,India,French,35-44,Premium,True,True,True,False,False,2021,5.2
USR8218,WandaVision,Movie,Horror,Amazon Prime,Mobile,2024-11-08,13,Friday,November,124,True,4,79.7,Germany,Spanish,25-34,Standard,True,True,False,False,True,2021,9.1
USR4637,The Mandalorian,Series,Thriller,Apple TV+,Tablet,2024-07-09,8,Tuesday,July,54,True,4,82.0,Brazil,German,25-34,Basic,True,True,True,True,False,2018,9.0
USR2298,Oppenheimer,Movie,Sci-Fi,Netflix,Tablet,2024-11-28,15,Thursday,November,195,False,5,70.1,USA,French,25-34,Standard,True,True,True,True,True,2021,7.6
USR1025,One Piece,Documentary,Comedy,Netflix,Tablet,2024-11-23,20,Saturday,November,75,True,4,83.8,USA,Japanese,18-24,Standard,True,True,False,False,False,2022,7.1
USR2698,Attack on Titan,Movie,Documentary,Netflix,Mobile,2024-10-10,13,Thursday,October,92,True,4,75.7,Germany,English,13-17,Standard,False,True,False,False,False,2023,8.5
USR7524,Parasite,Documentary,Thriller,Apple TV+,Mobile,2024-04-03,12,Wednesday,April,50,True,3,84.4,UK,English,35-44,Basic,False,True,False,True,False,2021,7.5
USR7955,Poor Things,Anime,Fantasy,Amazon Prime,Desktop,2024-07-23,11,Tuesday,July,38,False,5,75.6,UK,Portuguese,18-24,Basic,True,True,True,False,False,2019,7.2
USR6952,Interstellar,Series,Comedy,Disney+,Tablet,2024-12-19,2,Thursday,December,25,True,5,78.6,Japan,Korean,55+,Free,False,False,True,True,False,2020,6.4
USR6150,The Social Network,Series,Action,Disney+,Laptop,2024-07-04,7,Thursday,July,58,True,5,92.3,USA,Portuguese,13-17,Basic,True,False,True,False,False,2019,6.9
USR6236,Gone Girl,Movie,Fantasy,Amazon Prime,Smart TV,2024-11-09,23,Saturday,November,188,True,5,90.3,USA,English,25-34,Premium,False,True,False,False,False,2022,6.2
USR6067,Ozark,Movie,Sci-Fi,Netflix,Laptop,2024-04-24,18,Wednesday,April,108,False,4,95.0,South Korea,Korean,25-34,Premium,False,True,False,False,False,2023,7.4
USR5982,Killers of the Flower Moon,Movie,Documentary,Apple TV+,Laptop,2024-09-21,21,Saturday,September,89,True,4,93.6,India,German,18-24,Premium,True,True,True,True,False,2020,9.8
USR1674,Oppenheimer,Series,Romance,Netflix,Laptop,2024-03-05,20,Tuesday,March,61,True,3,76.2,India,German,35-44,Basic,True,True,False,True,False,2022,6.4
USR4342,Game of Thrones,Series,Drama,Netflix,Tablet,2024-05-28,15,Tuesday,May,32,True,5,77.7,Canada,English,35-44,Standard,False,False,True,False,False,2020,7.9
USR6364,Your Name,Series,Sci-Fi,Netflix,Smart TV,2024-05-03,23,Friday,May,37,True,5,83.0,Germany,English,18-24,Premium,True,False,False,True,False,2021,8.2
USR5333,The Wire,Movie,Drama,Netflix,Mobile,2024-05-03,21,Friday,May,77,True,4,93.6,Germany,Hindi,25-34,Standard,True,True,True,False,False,2020,6.1
USR9193,The Bear,Anime,Thriller,HBO Max,Mobile,2024-11-15,10,Friday,November,26,True,5,87.0,India,English,25-34,Standard,True,True,False,True,False,2019,6.2
USR6427,Fight Club,Short Film,Horror,Netflix,Smart TV,2024-07-20,16,Saturday,July,19,False,5,89.7,India,Hindi,25-34,Premium,False,True,False,True,False,2024,6.0
USR2800,Andor,Series,Horror,Disney+,Smart TV,2024-10-23,21,Wednesday,October,31,False,5,77.3,India,English,18-24,Standard,True,False,False,False,False,2018,6.1
USR5331,One Piece,Movie,Sci-Fi,Amazon Prime,Laptop,2024-12-27,17,Friday,December,162,True,3,78.1,UK,German,25-34,Basic,False,False,False,False,False,2021,7.0
USR3399,Breaking Bad,Series,Action,HBO Max,Laptop,2024-06-11,21,Tuesday,June,47,True,4,82.5,India,German,18-24,Premium,False,False,True,False,False,2022,8.6
USR8739,Blue Eye Samurai,Movie,Thriller,Disney+,Smart TV,2024-12-22,2,Sunday,December,134,True,3,99.0,Australia,English,55+,Premium,True,True,False,False,False,2024,7.9
USR3880,The Bear,Movie,Romance,HBO Max,Smart TV,2024-05-27,22,Monday,May,84,False,5,76.2,South Korea,Hindi,25-34,Premium,False,False,False,True,False,2018,6.6
USR8518,The Social Network,Movie,Mystery,Amazon Prime,Mobile,2024-06-20,20,Thursday,June,124,True,4,99.0,USA,English,35-44,Premium,False,False,True,False,False,2024,6.4
USR5374,Game of Thrones,Series,Thriller,Disney+,Smart TV,2024-08-06,13,Tuesday,August,38,True,4,89.5,USA,Korean,13-17,Standard,False,True,True,True,False,2022,8.0
USR7121,Narcos,Anime,Horror,Disney+,Desktop,2024-12-26,8,Thursday,December,37,True,5,81.2,Australia,German,35-44,Premium,False,False,False,False,False,2022,7.8
USR9525,The Mandalorian,Series,Drama,HBO Max,Smart TV,2024-08-16,8,Friday,August,56,True,3,93.2,India,English,35-44,Free,True,False,True,False,False,2018,5.1
USR9866,Succession,Series,Anime,Disney+,Mobile,2024-10-13,14,Sunday,October,24,True,4,90.4,France,English,55+,Free,True,False,False,False,False,2021,5.5
USR2943,Severance,Short Film,Drama,Apple TV+,Tablet,2024-07-10,7,Wednesday,July,27,True,5,76.4,South Korea,Hindi,18-24,Premium,False,False,False,False,False,2021,8.4
USR1256,Squid Game,Series,Sci-Fi,Amazon Prime,Smart TV,2024-09-29,21,Sunday,September,24,True,5,91.2,India,English,13-17,Standard,False,True,False,False,False,2019,9.3
USR9540,Wednesday,Movie,Mystery,Netflix,Tablet,2024-01-29,11,Monday,January,157,True,5,75.7,USA,English,25-34,Standard,False,True,False,False,True,2020,6.5
USR3365,WandaVision,Anime,Anime,Netflix,Mobile,2024-11-25,11,Monday,November,37,True,5,89.6,France,Japanese,55+,Standard,True,True,True,False,False,2024,8.1
USR4555,Loki,Movie,Horror,Netflix,Smart TV,2024-07-08,20,Monday,July,123,True,5,80.0,India,German,25-34,Premium,True,True,False,False,False,2019,5.9
USR9147,WandaVision,Series,Sci-Fi,HBO Max,Mobile,2024-12-22,12,Sunday,December,44,True,4,86.3,India,Portuguese,25-34,Premium,False,True,True,False,False,2019,6.1
USR6530,Money Heist,Movie,Crime,Disney+,Mobile,2024-01-09,16,Tuesday,January,137,True,4,89.1,Germany,Hindi,35-44,Standard,True,False,True,True,False,2019,8.0
USR4791,Dune Part Two,Short Film,Crime,Amazon Prime,Tablet,2024-10-04,14,Friday,October,10,True,2,98.2,Australia,English,25-34,Basic,False,True,False,False,False,2018,8.1
USR3937,Blue Eye Samurai,Series,Thriller,Amazon Prime,Smart TV,2024-09-29,14,Sunday,September,65,True,5,86.5,France,Hindi,18-24,Standard,True,True,False,True,False,2021,7.2
USR8798,Succession,Movie,Horror,Netflix,Tablet,2024-10-16,3,Wednesday,October,83,True,5,99.0,Canada,Korean,18-24,Premium,False,True,False,False,False,2018,8.9
USR1256,The Last of Us,Movie,Documentary,Apple TV+,Mobile,2024-04-27,9,Saturday,April,83,True,5,88.0,Canada,Spanish,35-44,Basic,True,True,True,False,False,2022,7.3
USR6580,Demon Slayer,Series,Horror,Apple TV+,Laptop,2024-06-18,15,Tuesday,June,28,True,4,96.7,Germany,German,25-34,Premium,True,True,False,False,False,2021,8.1
USR3527,Mindhunter,Movie,Action,Amazon Prime,Laptop,2024-08-09,8,Friday,August,143,True,2,83.3,USA,English,13-17,Basic,True,True,True,True,False,2022,8.0
USR4977,Your Name,Series,Thriller,Amazon Prime,Smart TV,2024-09-19,14,Thursday,September,40,True,4,79.2,UK,Korean,18-24,Basic,True,True,True,True,False,2024,6.6
USR7224,Game of Thrones,Series,Crime,Disney+,Mobile,2024-02-09,22,Friday,February,22,False,3,78.4,UK,Hindi,45-54,Standard,False,True,False,False,False,2019,6.4
USR4273,Attack on Titan,Short Film,Drama,Disney+,Mobile,2024-07-22,13,Monday,July,22,True,4,79.7,South Korea,English,35-44,Free,False,False,True,False,False,2018,6.8
USR7566,Parasite,Anime,Thriller,Netflix,Smart TV,2024-07-28,23,Sunday,July,36,True,4,89.8,UK,German,35-44,Standard,False,True,False,False,False,2018,8.2
USR8052,Blue Eye Samurai,Anime,Romance,Amazon Prime,Laptop,2024-02-25,23,Sunday,February,34,True,5,99.0,India,English,25-34,Standard,False,True,True,False,False,2022,8.1
USR4389,Inception,Series,Drama,Netflix,Smart TV,2024-12-19,13,Thursday,December,31,False,3,67.3,UK,Hindi,25-34,Standard,True,True,False,True,False,2023,8.6
USR4022,Severance,Anime,Sci-Fi,HBO Max,Smart TV,2024-02-25,10,Sunday,February,36,True,4,87.2,Australia,Hindi,13-17,Standard,True,True,True,False,False,2024,7.8
USR6134,Demon Slayer,Documentary,Thriller,Netflix,Tablet,2024-12-26,19,Thursday,December,78,True,4,87.7,USA,Hindi,18-24,Basic,True,True,False,False,False,2022,8.1
USR4043,Black Mirror,Anime,Drama,Netflix,Smart TV,2024-02-13,7,Tuesday,February,41,True,4,81.9,Canada,Korean,35-44,Premium,False,True,True,True,False,2018,7.6
USR9006,Killers of the Flower Moon,Short Film,Comedy,Netflix,Mobile,2024-07-02,14,Tuesday,July,25,True,4,74.2,India,English,35-44,Basic,True,True,True,False,False,2024,6.6
USR4580,Peaky Blinders,Series,Thriller,Netflix,Laptop,2024-09-10,20,Tuesday,September,24,True,5,88.4,India,French,35-44,Basic,False,True,True,False,False,2018,6.3
USR6747,Parasite,Movie,Horror,Disney+,Tablet,2024-05-01,21,Wednesday,May,127,True,5,78.5,USA,Japanese,25-34,Standard,True,True,False,False,False,2018,6.5
USR5055,Fight Club,Short Film,Anime,HBO Max,Desktop,2024-03-10,8,Sunday,March,17,True,5,87.8,USA,English,35-44,Standard,True,True,False,False,False,2023,6.8
USR6869,Dune Part Two,Anime,Documentary,Amazon Prime,Mobile,2024-05-22,20,Wednesday,May,24,True,5,71.0,Japan,Hindi,55+,Premium,True,True,True,False,True,2024,6.1
USR8009,Andor,Documentary,Fantasy,Apple TV+,Smart TV,2024-09-05,15,Thursday,September,65,False,1,74.3,South Korea,German,45-54,Basic,False,False,True,False,True,2023,5.7
USR4705,Inception,Movie,Comedy,Netflix,Laptop,2024-11-28,10,Thursday,November,75,False,5,86.2,Australia,English,35-44,Premium,False,True,True,True,False,2023,8.8
USR3688,The Mandalorian,Movie,Drama,Netflix,Mobile,2024-02-22,2,Thursday,February,111,True,5,91.3,USA,English,35-44,Premium,False,True,True,False,True,2018,5.1
USR1439,Gone Girl,Anime,Drama,Amazon Prime,Laptop,2024-10-28,18,Monday,October,41,True,4,85.2,Brazil,English,35-44,Basic,True,True,False,False,False,2021,8.8
USR6986,Parasite,Movie,Romance,Netflix,Tablet,2024-02-27,21,Tuesday,February,174,True,4,92.6,Australia,Spanish,55+,Premium,True,True,True,True,True,2024,7.3
USR2294,Interstellar,Series,Romance,Amazon Prime,Mobile,2024-07-22,8,Monday,July,61,False,4,84.0,France,Portuguese,18-24,Basic,False,False,False,False,False,2021,6.8
USR1185,Killers of the Flower Moon,Movie,Thriller,Amazon Prime,Mobile,2024-05-02,5,Thursday,May,119,True,5,79.7,UK,English,25-34,Premium,True,True,False,False,False,2018,6.6
USR3734,The Wire,Movie,Comedy,Amazon Prime,Smart TV,2024-01-16,13,Tuesday,January,205,True,4,96.1,India,Spanish,45-54,Standard,True,False,True,False,True,2018,7.0
USR7819,House of the Dragon,Series,Fantasy,Netflix,Desktop,2024-08-29,14,Thursday,August,63,True,5,99.0,USA,English,25-34,Standard,False,True,False,False,False,2018,7.6
USR7033,Attack on Titan,Documentary,Anime,Netflix,Smart TV,2024-08-26,20,Monday,August,83,False,4,77.6,South Korea,Portuguese,35-44,Standard,True,False,True,False,True,2022,7.5
USR4902,Narcos,Series,Horror,Netflix,Smart TV,2024-06-26,3,Wednesday,June,41,True,5,85.4,UK,English,55+,Standard,True,False,False,False,False,2020,6.1
USR5778,Money Heist,Short Film,Thriller,Netflix,Smart TV,2024-08-22,19,Thursday,August,23,True,4,86.3,Brazil,German,25-34,Premium,True,True,True,False,True,2024,6.8
USR2964,Poor Things,Movie,Thriller,Amazon Prime,Smart TV,2024-10-26,12,Saturday,October,190,True,5,90.5,India,Korean,45-54,Standard,True,False,True,True,False,2020,7.9
USR3290,Planet Earth III,Series,Romance,Netflix,Desktop,2024-07-21,11,Sunday,July,57,True,4,93.0,India,French,55+,Free,False,True,False,False,False,2020,7.4
USR1829,Killers of the Flower Moon,Movie,Thriller,HBO Max,Mobile,2024-02-08,5,Thursday,February,159,True,5,97.0,France,Hindi,35-44,Standard,True,True,True,False,False,2021,8.9
USR9614,Squid Game,Movie,Romance,Netflix,Smart TV,2024-03-17,13,Sunday,March,146,True,2,76.4,Canada,Spanish,45-54,Premium,False,True,False,False,False,2022,7.9
USR4813,Killers of the Flower Moon,Series,Sci-Fi,Netflix,Smart TV,2024-06-13,17,Thursday,June,52,True,2,96.0,India,Korean,25-34,Premium,False,True,False,True,False,2024,6.0
USR3328,Your Name,Series,Documentary,Apple TV+,Smart TV,2024-07-17,1,Wednesday,July,59,True,5,72.9,France,French,45-54,Premium,True,True,True,True,False,2018,6.1
USR3320,Planet Earth III,Series,Drama,Disney+,Tablet,2024-09-26,2,Thursday,September,42,True,5,82.3,Japan,French,55+,Basic,False,True,True,True,True,2019,7.8
USR3872,Mindhunter,Documentary,Crime,Disney+,Smart TV,2024-08-11,10,Sunday,August,90,True,5,97.1,USA,Korean,18-24,Standard,False,False,True,False,False,2018,6.9
USR3750,Fullmetal Alchemist,Series,Fantasy,HBO Max,Smart TV,2024-04-03,11,Wednesday,April,26,True,3,67.8,Brazil,English,35-44,Standard,False,True,True,True,True,2020,6.2
USR8855,Your Name,Anime,Thriller,Amazon Prime,Mobile,2024-02-25,17,Sunday,February,33,True,5,89.2,Australia,Korean,18-24,Free,False,True,True,False,True,2019,8.2
USR8113,Killers of the Flower Moon,Movie,Thriller,HBO Max,Desktop,2024-07-11,14,Thursday,July,82,True,5,72.8,India,English,55+,Standard,False,False,False,False,False,2018,9.9
USR1421,The Last of Us,Series,Action,Amazon Prime,Smart TV,2024-01-26,18,Friday,January,62,True,5,88.4,India,English,18-24,Premium,True,True,False,False,True,2022,7.2
USR2584,Poor Things,Movie,Fantasy,Amazon Prime,Mobile,2024-07-17,17,Wednesday,July,143,True,3,84.3,Australia,Spanish,25-34,Premium,True,True,True,False,False,2023,8.4
USR3415,Planet Earth III,Series,Sci-Fi,Netflix,Mobile,2024-08-31,20,Saturday,August,55,True,4,86.3,France,Hindi,55+,Basic,True,True,True,True,False,2019,7.0
USR1202,Se7en,Movie,Action,Netflix,Laptop,2024-11-17,21,Sunday,November,158,True,4,86.2,Canada,Hindi,25-34,Standard,True,True,False,False,False,2022,6.8
USR3356,One Piece,Documentary,Documentary,Apple TV+,Tablet,2024-02-21,1,Wednesday,February,105,True,4,84.0,Canada,Korean,13-17,Premium,True,True,False,False,False,2018,8.8
USR6257,Stranger Things,Documentary,Drama,Netflix,Mobile,2024-06-21,12,Friday,June,62,True,5,83.8,Germany,Japanese,18-24,Standard,False,True,False,False,False,2018,6.7
USR1944,Squid Game,Documentary,Thriller,Disney+,Mobile,2024-09-20,9,Friday,September,67,True,4,86.9,India,English,25-34,Basic,True,True,True,False,False,2019,5.9
USR5670,Oppenheimer,Series,Comedy,HBO Max,Mobile,2024-07-09,20,Tuesday,July,38,True,5,78.0,USA,English,35-44,Premium,False,True,False,True,False,2018,6.9
USR5511,Peaky Blinders,Movie,Fantasy,Disney+,Laptop,2024-12-15,19,Sunday,December,153,True,5,91.1,Brazil,French,25-34,Basic,True,True,False,False,True,2023,7.2
USR5895,Andor,Series,Action,Netflix,Laptop,2024-07-10,21,Wednesday,July,42,False,4,77.8,India,Spanish,45-54,Premium,False,True,False,False,False,2023,7.3
USR9759,Fullmetal Alchemist,Short Film,Sci-Fi,Amazon Prime,Mobile,2024-09-11,13,Wednesday,September,16,True,4,97.2,Germany,German,35-44,Standard,False,False,False,True,True,2019,7.6
USR6428,The Wire,Anime,Action,HBO Max,Desktop,2024-05-12,20,Sunday,May,29,True,3,94.4,USA,English,45-54,Standard,False,True,False,True,False,2022,6.3
USR8496,Shogun 2024,Documentary,Drama,Netflix,Smart TV,2024-03-02,23,Saturday,March,97,True,3,87.6,USA,Korean,35-44,Standard,False,True,False,True,False,2024,6.7
